PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,SalePrice
4.568988965787414,-4.300072917184054,-0.8972879024099552,-0.44473524008402976,-0.9943047138890792,0.8664473089021977,-1.4948177372210056,-0.31566731834390477,1.1834272803416674,0.2375624356331631,-0.43543172458025675
-2.4208840745324745,4.136674043341158,0.8257075184650959,-3.0343327463515246,-1.9664894081624853,-3.255720222708492,-0.7905204005828723,0.04949606558060643,-0.06246684426931592,-0.19287707566377785,0.13393763263956418
7.902969691523532,1.0236116677008222,-2.3647222907919683,1.0968964849912348,-1.0820271787583011,-2.1476519351727434,-0.6315628146575769,-0.9615013723509526,1.224123331877788,1.9733378751103867,-1.4706487377072044
3.381657477125091,0.7587419070003965,3.3246345183668184,-2.09108308147628,1.5025459060112003,0.3416877881110786,-1.275000611821343,-0.7223226950705048,1.206974494182228,0.1422189162670491,0.08217678198321685
4.734189992954059,2.286309028611815,0.9556776480574936,0.8238301605292833,0.08887720098823623,-0.28081634055043075,-1.5111356883860838,1.5787365541846767,-1.12482459692718,-0.7990058268394264,-0.7459968285183413
2.226379712170742,-2.9423233644253934,-2.2554807894893556,-1.3668902655836135,-1.02771747688551,0.23287122544986325,-1.2471912662104219,-2.325677353654464,1.3820956807462266,0.44267163091793615,-0.35088900184155614
-4.272962285063123,5.037934180186744,0.32021317029335583,-2.978388817068682,-1.2211609964366317,-3.1579595253881445,-0.35079060596788925,-2.3730637930431966,0.33578497032195026,1.0732576757955767,0.06492316509776773
5.224785834987212,1.8487296947450145,-2.299381897783814,-1.753833758329475,1.826416900945624,0.3713997516230338,-1.6587891567316944,-0.8382239218063057,2.844178018763959,0.974972113732585,-0.771877253846515
-1.4344663024613555,-4.136670258691021,2.396092187327492,-0.005323610007943554,-1.5099090558183537,-0.48348294321400703,-1.470037786649348,2.8238089210522364,0.8137426956875254,0.08839061145948562,0.0908035904259414
-6.616562109668042,0.9944812454649153,-4.495473306622162,4.8619501998806705,-2.4226491645702586,3.5167661786134703,1.5988110672524545,1.3851724245152168,-1.3122690618366613,1.7367805874885065,0.9448576262556732
4.087129075498397,-1.2491954527979507,-1.673397654610942,-2.9143133571286817,0.807951345367054,0.1721246637953232,0.6496944330842074,-1.8133570783755109,-0.6808550827410025,0.6806498287109519,-0.7114895947474428
1.791939671138307,-3.5845597335929664,1.0637782146503483,-1.130221210992397,-1.6976223365925187,0.7044931698553589,-0.22468821957914084,-1.526888565872515,0.22493525522045463,-0.6081935683490257,-0.17749015214279243
-1.6964701658137056,-3.750753367500997,2.660937142987197,1.1712660149317076,-2.6684521947490603,-0.8638784738102486,2.647521058111936,2.599979447809215,-0.8381425877415268,-0.26578529929465916,-0.22838832195486714
0.26616716102329835,-0.6360162880574808,4.983309399276271,-2.4290395446057085,-2.7365316532393367,2.178782154521937,0.5438913510803277,-0.10681559148581946,-0.14681072273052906,-1.3949575950412678,0.5997852885466904
1.5207884809644083,-1.7370704203366414,0.8355112158577186,1.3866727281387436,-5.003409281595991,1.686958750625395,1.16511254886093,1.245588364549201,-1.040340878955205,-0.7539455558237242,-0.5216998090075026
-5.2468508305541475,5.375334485148963,2.2750271283327352,-1.5086621734328578,-2.6602089229223136,-1.9356425877315626,0.38880208011685213,-1.176658204848704,-0.7819558787539528,0.38703061081421997,0.5135172041194449
-0.4742029266876503,-2.585374450383318,2.9464216833407337,3.945602189545373,0.8664291239049278,1.4532495577810842,-2.1537593379173368,0.39654018708664734,-0.8365594045980665,2.399575631709349,0.8068286911720798
5.726471145270236,-1.529452396077537,-2.130208563278881,-1.1297879777589046,3.1558807074088087,2.466210956196085,-2.197803781820798,2.662735185330463,0.0008505913594370861,6.278183526181399,-0.7805040622892395
2.0487683732366775,-1.0158998895617384,2.1089939322874662,-3.4045769037050175,-0.8101939880701509,1.0998324769705623,1.3270627578345133,-1.9641114220190068,-0.4803958493984587,0.2945482754473291,-0.18525427974124437
-2.447531219692292,-5.451364105468686,1.7341402831179273,1.0907901156817426,1.5047082487469654,-0.3580991145663283,0.5543529842507128,0.48658327879933094,-0.8134187577259803,-0.35995987640811333,0.23745933395225882
9.656320888179678,5.160636429105302,-0.8532949036677433,6.7607063365508795,4.4442405690920745,-4.2139816974011906,-0.7456329435511436,-0.4296494917780551,4.276836263533876,-5.523549421828935,-1.2722321435245394
1.1659913447024355,0.4917725276703197,3.9424846502293525,-0.90671387756668,-0.5533163265284414,3.6735311700705857,2.694758514126756,-0.4793041911095515,-1.3091042747947002,-1.7494997386249167,0.5135172041194449
5.494409731937196,3.274390447595549,0.45789128596931344,1.586955891776916,-1.3017655296844017,1.9326418393431386,-1.1437486908579881,2.2791961432483094,-1.5384270143772827,0.165758650204719,-0.3664172570384603
-4.864545188649639,5.370858344948413,-1.0541145529132674,-0.48869511197952964,-2.547930594838602,-0.1772792424265953,1.8009070847786453,-1.2685242062266635,0.9084408264508075,2.6953750911213246,0.1494658878364686
-3.847473791409432,-1.8914937986244795,-4.354126125069509,-0.5707854371087845,0.5702141023584744,-1.7586231255496156,-0.5171599102699225,-0.15041263659617762,1.493660110445778,-1.3823686716631092,0.25298758914916325
-2.8232546040261317,6.5627572555096,-6.475391888989308,-1.9703522649030913,-0.3665660395582768,3.1450923645837316,1.0427128018542438,3.321290598623228,-1.817280905085037,2.50157715867772,-0.09553547193690887
-3.6213060286220156,-4.680915242155085,3.4671188681977565,2.291690249658081,1.7874968181530722,-1.5156545845483287,-2.1429450283495677,1.5894973445822596,0.5317914897729913,-0.9310087474482176,2.842755483655077
6.335805869658794,1.5409966930990875,-0.23909745967367285,5.021020559109062,2.631851775083759,-1.7202688788295972,9.895146644999897,-2.084185481073034,-0.5229897306784522,-10.861150875074047,-1.4275146954935818
-7.329105035772878,0.6535429827267504,-3.9286548852808028,5.236232166480948,-3.7224992195162994,1.884539040045994,1.4427698156228173,-0.31126519492192967,-0.2829873923798896,1.2078225838862395,1.0858196762097925
2.2181738149668524,-0.704495408181375,-0.4900608438586628,-0.2852827772956491,-4.292139083438125,-1.6882117092565478,-1.279346671142913,0.15480577906801227,-0.44346993229078446,1.2046577271831973,-0.360378491128553
5.013857675898095,-1.8857203782790892,1.26719350189536,-0.2523570961645644,-2.561760455684223,-2.728658146547542,6.251172654119527,4.193873685432279,6.878207947508372,4.449317058499463,-0.6424751272056464
7.80075002572422,-0.6754430482978515,-2.2434185992955813,0.42762496014660956,1.0335792008438707,-0.0415785069579913,1.2410221162745627,-1.6305236158586331,1.5320560204687235,-1.8016100799697699,-1.2463517181963657
-1.4848976397632068,-5.911738875428605,3.5130544131377084,-0.3324752936221556,-0.22619650455195622,-0.5001537772667298,0.2342096439870458,3.2496751681720673,0.16016419677409224,0.22338726546114843,0.6429193307603132
0.35300671520114896,-5.477172622680943,2.8026171963891517,0.44076115977902963,-0.4860600274714618,-1.4192242750941295,1.3581850688228763,0.3181193206457769,-0.6880360825531019,0.17226317890148965,-0.3491636401530112
2.8257415546550257,-2.7643464450646604,-2.062608976931974,-2.7537672663192443,2.3528597837071055,-0.19042632370725762,-0.15969697818014378,-1.5278619006537668,-0.8611724140290286,-0.5158771392329543,-0.6096932551232931
-5.730432380135323,2.3980939308214286,-6.668623197235835,2.587697013582577,-0.8184357411039302,0.9486625919590679,-0.07210686539418995,2.522177017577025,-0.9855103379672785,3.471371647449326,0.302160397272693
1.823627835742175,-5.494098178767103,1.3539333774541784,2.022029769203811,-0.1479552626778598,-0.0720915505363857,-0.3206291282405288,0.4318851986339295,1.6288353527971633,-1.4779791756958764,-0.3577904485957357
5.242089441547247,-0.3561903530934522,-2.6743447986033413,1.0118431532968608,-4.6590527827409005,0.9806717579166288,0.8753944800717488,-0.6172082610489292,-0.6394435681585962,1.5107370133158975,-0.9349239334140091
0.7293284672792099,-4.379201097221142,0.19493022492885412,-3.1101983396023023,4.615686604300354,1.9063656514081042,4.722957601087675,-0.6232490029426059,-3.7400580719811445,-0.8362588579662484,-0.2915883206062673
2.0486303482770403,-4.44865773943383,1.1807001258230718,0.6889720884076072,-0.008281004111523733,0.05303772573329209,-0.5512229758670726,-0.6262975132174294,1.381962766194473,0.7898603520791575,-0.09035938687127425
2.3139236838355544,-0.7886718854409448,-3.2768046534483766,-1.734610398895631,-1.0110904680156927,-1.8333681941381235,-1.1472500453058296,-0.46868717300746743,1.042908693854033,0.8747533724416678,-0.6856091694192691
-2.4239391545045046,-2.054272413566227,-2.520506661216688,-1.2734498956853584,5.106856365818331,1.3874898008340615,2.3748123279436415,-1.9917680973573955,-2.7680055645130226,-0.6608359386561565,0.6222149904977742
-2.2764312333724237,6.33430312647001,-6.248807626934147,-2.152684682015199,0.009103621464583824,0.039017537601369855,0.04138641855522215,3.0528784760586793,-1.0396981658498714,0.3958738231733687,-0.4181781076948076
3.391085840627558,-0.3791851955509476,-0.6150821958893092,1.4146221623198556,-4.158180435429312,1.9669055330452458,0.05401676597344437,0.06689369426412031,-0.8074583144901395,0.6713140273973338,-0.7546236369610658
2.655059964043911,3.332300421036108,0.7474846946018949,0.039975087812795324,-0.33828500930481553,-0.004546454239330541,-1.8108506696777347,0.31511087883214867,-0.8730714947225316,0.4486272077790861,-0.5389534258929517
4.892744342264513,5.822527983515118,-2.801430701960308,1.1812685046934026,-0.4895073346747412,2.647355019114564,1.132217661870426,-0.19202936120913341,-0.05969977749055868,2.416554995012666,-0.9875474649146289
8.486944520237461,4.082655564019342,-1.2635097248254596,3.6289265762802687,1.8843420192866,-4.196879824504719,3.9384925078345696,-3.7353493969001996,3.3643296427967084,-3.911182682686505,-1.5741704390198992
-5.540357057550039,1.9466141763826799,-4.480958284929948,3.8796001550071435,-3.238712735371137,3.2554825647623855,1.5064701290986997,2.4536071761970426,-1.4846656378626504,2.014000905980293,0.20295210018136062
-2.6064233016854415,2.1318627319746004,2.4521658351294136,-4.725484849270841,-0.4107904681139513,-1.0129076111247204,0.15356281995206864,-0.9107028921453446,0.34976950107555027,-1.2286000055786044,0.30647380149405556
2.128819511360759,-2.0410212253445543,-2.6665466113168756,-1.2887325101146416,-1.10742492077057,-0.07913423328040631,-1.6966818771540477,-0.47638111868377436,1.3299031442024618,0.5694080972654033,-0.7114895947474428
3.311653019231501,5.6950339795977385,0.6917886926974046,0.7424653165656351,-0.3240001942335271,-0.23803872816489569,0.7124313401638209,-2.236527385798562,1.1433244326426397,1.3373202249432472,-0.1766274712985198
-0.6305885852816353,-1.4701580028487404,0.5858685518718426,2.6371169561942334,-2.7715751180898605,1.0824580189750237,-1.4827689388978196,0.8586821391985693,0.42132169439237777,1.0127785862859713,0.06492316509776773
-6.826003677388539,5.8320213853842535,0.8094766983064368,0.25686943513806704,-1.8368962422070547,0.4820268690471048,0.8640473515833494,-2.244422050151887,-0.6987488577383513,2.459890056085167,0.8449591844889227
