PropertyID,PropertyClass,PropertyZone,PropertyFrontage,PropertySize,Street,Alley,PropertyShape,Elevation,Amenities,Orientation,Grade,Neighborhood,Condition1,Condition2,BldgType,PropertyStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Roof1Material,Roof2Material,ExteriorCladdingType,ExteriorCladdingArea,ExterQual,ExterCond,PropertyFooting,BsmntFinish,BsmntMaintenance,BsmntVisibility,BsmntFinRat1,BsmntFinSty1,BsmntFinQual1,BsmtFinSF2,BsmtUnfSF,BsmntSqFtage,Heating,HeatingEfficiency,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,Bath1,Bath2,BedroomUpLev,KitchenUpLev,KitchenQual,CntRmsUpLev,Functional,CntFireplaces,QualFireplace,BasementType,BasementYrBlt,BasementFinish,BasementCars,BasementSqFootage,BasementQual,BasementCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,BoundaryFeatures,AddFeatures,AddVal,SaleMon,SaleYr,SaleType,SaleCondn,SalePrice,PropertyID_binned,PropertyClass_binned,PropertyFrontage_binned,PropertySize_binned,OverallQual_binned,OverallCond_binned,YearBuilt_binned,YearRemodAdd_binned,ExteriorCladdingArea_binned,BsmntFinSty1_binned,BsmtFinSF2_binned,BsmtUnfSF_binned,BsmntSqFtage_binned,1stFlrSF_binned,2ndFlrSF_binned,LowQualFinSF_binned,GrLivArea_binned,BsmtFullBath_binned,BsmtHalfBath_binned,Bath1_binned,Bath2_binned,BedroomUpLev_binned,KitchenUpLev_binned,CntRmsUpLev_binned,CntFireplaces_binned,BasementYrBlt_binned,BasementCars_binned,BasementSqFootage_binned,WoodDeckSF_binned,OpenPorchSF_binned,EnclosedPorch_binned,3SsnPorch_binned,ScreenPorch_binned,PoolArea_binned,AddVal_binned,SaleMon_binned,SaleYr_binned,SalePrice_binned
-1.7308648774006892,0.41706409631397695,RL,-0.2872594821636957,-0.26370489892262927,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6525370971911449,-0.5922597118659118,1.060649183645463,0.878668088005865,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.259415598842812,Gd,TA,PConc,Gd,TA,No,GLQ,0.6441828773800992,Unf,0.0,-0.9753402812598325,-0.5984419893518371,GasA,Ex,Y,SBrkr,-0.8375761696270588,1.1781995465778834,0.0,0.5241890805824692,1.1207138388417661,0.0,0.789740522110843,1.2275853765130371,0.24333269569643026,0.0,Gd,1.0900327303055037,Typ,-0.961435147493453,Gd,Attchd,1.0226746193425849,RFn,0.3270550321254485,0.4224958220741393,TA,TA,Y,-0.798495303994491,0.5924731718004558,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.5991110991800348,0.1387774889497577,WD,Normal,0.6601729476457623,0.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
-1.7284922045050064,-1.0040431948299444,RL,0.7957748435230838,0.1049844427291872,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,-0.07762336919771833,6.529212834369279e-16,0.14527139532693645,-0.42957696521937416,Gable,CompShg,MetalSd,MetalSd,BrkFace,-0.6526729108513926,TA,TA,CBlock,Gd,TA,Gd,ALQ,1.2872755355358645,Unf,0.0,-0.6411192673447276,0.5941210024450768,GasA,Ex,Y,SBrkr,0.34664582534944327,-0.7976832724690862,0.0,-0.48262032284810613,-0.823544770991928,0.0,0.789740522110843,-0.7616206719986545,0.24333269569643026,0.0,TA,-0.2845235345418251,Typ,0.6282104656917447,TA,Attchd,-0.10712011004428686,RFn,0.3270550321254485,-0.019314732699696517,TA,TA,Y,2.0190877872925257,-0.8253985572532672,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.48911005093779175,-0.6144386220786668,WD,Normal,0.19432529173863605,0.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
-1.7261195316093232,0.41706409631397695,RL,-0.07065261702633949,0.6339734981426629,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6525370971911449,-0.5922597118659118,0.992843421547787,0.8302145675160445,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.9277267757325928,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.12403440387175958,Unf,0.0,-0.26699126669349055,-0.41045176404394945,GasA,Ex,Y,SBrkr,-0.6509007812563787,1.205963707969644,0.0,0.6949871043787273,1.1207138388417661,0.0,0.789740522110843,1.2275853765130371,0.24333269569643026,0.0,Gd,-0.2845235345418251,Typ,0.6282104656917447,TA,Attchd,0.9389861208694805,RFn,0.3270550321254485,0.7237302912381183,TA,TA,Y,-0.798495303994491,0.15084099389847658,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.9908913467185324,0.1387774889497577,WD,Normal,0.9189772009274996,0.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0
-1.7237468587136404,0.7723409190999574,RL,-0.6482709240592889,0.0889544713530212,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.6525370971911449,-0.5922597118659118,-1.9228043486519444,-0.7202980881582978,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,-0.6526729108513926,TA,TA,BrkTil,TA,Gd,No,ALQ,-0.5143296317975661,Unf,0.0,-0.0026074795666164675,-0.8921767163954122,GasA,Gd,Y,SBrkr,-0.5313118605814116,0.9514588952118377,0.0,0.5399204775110718,1.1207138388417661,0.0,-1.0260408358133004,-0.7616206719986545,0.24333269569643026,0.0,Gd,0.40275459788183937,Typ,0.6282104656917447,Gd,Detchd,0.8134533731598315,Unf,1.686669522818384,0.8944298237643735,TA,TA,Y,-0.798495303994491,-0.011865597960147455,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.5991110991800348,-1.3676547331070914,WD,Abnorml,-0.5216998090075026,0.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7213741858179574,0.41706409631397695,RL,1.084583997039559,1.5989777749878522,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.3826975635800083,-0.5922597118659118,0.9589405404989566,0.7333075265364032,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.7617708564596866,Gd,TA,PConc,Gd,TA,Av,GLQ,0.5236030039758932,Unf,0.0,-0.1273168131170288,0.2504513718040946,GasA,Ex,Y,SBrkr,0.005379880984293724,1.6386218896579148,0.0,1.6208921807479169,1.1207138388417661,0.0,0.789740522110843,1.2275853765130371,1.6586351094409726,0.0,Gd,1.7773108627291683,Typ,0.6282104656917447,TA,Attchd,0.897141871632936,RFn,1.686669522818384,1.8684212740612385,TA,TA,Y,1.016860244754191,1.1270805450502202,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,2.100892394960775,0.1387774889497577,WD,Normal,1.376198048391901,0.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0
-1.7190015129222747,0.06178727352799663,RL,1.156786285418677,1.5524908579969712,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,-0.8077838355865816,-0.5922597118659118,0.7216203731571211,0.4910399240872795,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.6526729108513926,TA,TA,Wood,Gd,TA,No,GLQ,0.705654969703812,Unf,0.0,-1.1898403349665418,-0.7746828255779822,GasA,Ex,Y,SBrkr,-1.0125843462245716,0.5118596731756265,0.0,-0.2578860810109239,1.1207138388417661,0.0,-1.0260408358133004,1.2275853765130371,-2.5872721317926555,0.0,TA,-0.9718016669654895,Typ,-0.961435147493453,Gd,Attchd,0.6042321269770781,Unf,0.3270550321254485,0.08109675702162997,TA,TA,Y,-0.4202962313385155,-0.12808459214487888,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,1.3608916961326136,0.8919935999781822,WD,Normal,-0.46993895835115523,0.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0
-1.7166288400265917,-1.0040431948299444,RL,0.4347634016274905,0.26015456565047335,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.3826975635800083,-0.5922597118659118,1.0945520646942932,0.9755751289855062,Gable,CompShg,VinylSd,VinylSd,Stone,1.1618600626339237,Gd,TA,PConc,Ex,TA,Av,GLQ,2.211721231634777,Unf,0.0,-0.5588111072014554,1.8395562451098344,GasA,Ex,Y,SBrkr,1.6067046968515344,-0.7976832724690862,0.0,0.48823160188852016,1.1207138388417661,0.0,0.789740522110843,-0.7616206719986545,0.24333269569643026,0.0,Gd,0.40275459788183937,Typ,0.6282104656917447,Gd,Attchd,1.0645188685791294,RFn,0.3270550321254485,0.8643063768479752,TA,TA,Y,1.6125237841873525,0.49949797645267063,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.6208909973044513,-0.6144386220786668,WD,Normal,2.359654210862502,0.0,0.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0
-1.7142561671309087,0.41706409631397695,RL,0.07735906822710825,0.3556931950524225,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.6525370971911449,0.7146274209291175,0.04356275218043768,-0.574937526688836,Gable,CompShg,HdBoard,HdBoard,Stone,1.6886599581619188,TA,TA,CBlock,Gd,TA,Mn,ALQ,1.0059224975927172,BLQ,0.0,-0.8107239609732884,0.13883217552753596,GasA,Ex,Y,SBrkr,-0.10545863086079775,1.476664281539311,0.0,1.3781791995637607,1.1207138388417661,0.0,0.789740522110843,1.2275853765130371,0.24333269569643026,0.0,TA,0.40275459788183937,Typ,2.217856078876942,TA,Attchd,-0.23265285775393585,RFn,0.3270550321254485,0.10117905496589517,TA,TA,Y,1.4234242478593648,1.0967465275626607e-16,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,1.7308920455466943,0.8919935999781822,WD,Normal,0.5135172041194449,0.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0
-1.711883494235226,0.06178727352799663,RM,-1.298091519471357,-1.010701565051962,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.6525370971911449,-0.5922597118659118,-1.3803582518705977,-1.689368497954772,Gable,CompShg,BrkFace,Wd Shng,BrkFace,-0.6526729108513926,TA,TA,BrkTil,TA,TA,No,Unf,-1.0250208603330266,Unf,0.0,1.0249974288887813,-0.31645665139000523,GasA,Gd,Y,FuseF,-0.3533868810406073,0.9422041747479174,0.0,0.6680189953582656,-0.823544770991928,0.0,0.789740522110843,-0.7616206719986545,-1.1719697180481128,0.0,TA,1.0900327303055037,Min1,2.217856078876942,TA,Detchd,-1.9901113256890526,Unf,0.3270550321254485,0.02084986318883387,Fa,TA,Y,0.052452609481453735,-0.8253985572532672,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.8591104003518729,0.1387774889497577,WD,Abnorml,-0.6959613395505386,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
-1.709510821339543,0.0,RL,-1.3702938078504754,-0.5939223092716477,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,-0.8077838355865816,0.7146274209291175,-1.1091352034799242,-1.689368497954772,Gable,CompShg,MetalSd,MetalSd,BrkFace,-0.6526729108513926,TA,TA,BrkTil,TA,TA,No,GLQ,0.9870080076469595,Unf,0.0,-1.000282147969915,-0.20190010784301093,GasA,Ex,Y,SBrkr,-0.19296271915955393,-0.7976832724690862,0.0,-0.8983786702468926,1.1207138388417661,0.0,-1.0260408358133004,-0.7616206719986545,-1.1719697180481128,0.0,TA,-0.9718016669654895,Typ,2.217856078876942,TA,Attchd,-1.6553573317966501,RFn,-1.0325594585674867,-1.2995612266466074,Gd,TA,Y,-0.798495303994491,-0.7324233619054821,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.969111448594116,0.1387774889497577,WD,Normal,-0.9012793804873833,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
